timestamp,datetime,coin_id,price_usd,market_cap_usd,volume_24h_usd
1735689710333,2025-01-01 00:01:50,vaderai-by-virtuals,0.11196668777390088,113480329.83086315,6131032.618554403
1735689820773,2025-01-01 00:03:40,aixbt,0.6044732127132401,604618224.9358549,139430605.42632467
1735689840168,2025-01-01 00:04:00,luna-by-virtuals,0.15601104294185325,156084386.8393369,25684239.4495981
1735693429745,2025-01-01 01:03:49,aixbt,0.6310996937012471,629100512.5790772,138919133.5236916
1735693433697,2025-01-01 01:03:53,vaderai-by-virtuals,0.11536506335946577,114664051.12060757,6143558.208016952
1735693438208,2025-01-01 01:03:58,luna-by-virtuals,0.15285495150278275,153417223.2553814,26135617.340452693
1735696965195,2025-01-01 02:02:45,vaderai-by-virtuals,0.11823765167599264,117907105.8604207,6136877.909058914
1735696981216,2025-01-01 02:03:01,aixbt,0.6256753253243132,625689851.3468142,140877660.92311838
1735696989571,2025-01-01 02:03:09,luna-by-virtuals,0.1509345687635555,150942890.6725047,26191949.363426164
1735700509818,2025-01-01 03:01:49,aixbt,0.6511317217748777,650554542.0544515,142270291.5273257
1735700596578,2025-01-01 03:03:16,luna-by-virtuals,0.15871590909595354,157779595.5054249,26397752.605975114
1735700913381,2025-01-01 03:08:33,vaderai-by-virtuals,0.12810708335561183,127797379.96032381,6152006.595648554
1735704204340,2025-01-01 04:03:24,vaderai-by-virtuals,0.13149584559361716,130983162.99669802,6396509.472775088
1735704230451,2025-01-01 04:03:50,luna-by-virtuals,0.16663443560740857,166658969.927603,27181926.428585134
1735704235005,2025-01-01 04:03:55,aixbt,0.6492544757216143,648967778.4857799,143908551.82348898
1735707704767,2025-01-01 05:01:44,luna-by-virtuals,0.1678467500742205,167850362.2374019,27750243.480543315
1735707788884,2025-01-01 05:03:08,vaderai-by-virtuals,0.1330713279994546,136131681.49812707,6142208.185204621
1735708008307,2025-01-01 05:06:48,aixbt,0.6461331940399444,647910210.8330607,146507970.390772
1735711425970,2025-01-01 06:03:45,aixbt,0.6379643344007084,638325238.4752622,145770654.3525952
1735711426233,2025-01-01 06:03:46,vaderai-by-virtuals,0.13798257270471992,137523173.8192421,5652091.9460402
1735711430223,2025-01-01 06:03:50,luna-by-virtuals,0.16502559926157645,165101306.2676331,28225993.904871248
1735714920878,2025-01-01 07:02:00,aixbt,0.6454504408741003,644534861.4254034,144887598.38050714
1735714978215,2025-01-01 07:02:58,vaderai-by-virtuals,0.1381062941819962,137610193.18712193,2203893.125630778
1735715036658,2025-01-01 07:03:56,luna-by-virtuals,0.15675417582355836,157121867.8047272,28861229.60438111
1735718627701,2025-01-01 08:03:47,luna-by-virtuals,0.15337657961640994,153402973.8701783,29070067.996806692
1735718632196,2025-01-01 08:03:52,vaderai-by-virtuals,0.13828641933495683,136823076.21656454,5272857.485183192
1735718640417,2025-01-01 08:04:00,aixbt,0.6185681522618622,623870838.6991428,146610211.33557683
1735722230597,2025-01-01 09:03:50,luna-by-virtuals,0.15441046717614498,154700516.7406836,29266102.27592997
1735722242021,2025-01-01 09:04:02,aixbt,0.6224044721185714,621026489.1653633,141842071.45672777
1735722242023,2025-01-01 09:04:02,vaderai-by-virtuals,0.13446871800878324,134079831.26545636,2211898.3887499673
1735725821181,2025-01-01 10:03:41,vaderai-by-virtuals,0.1276357298792302,127049621.79441227,5087167.986604393
1735726116692,2025-01-01 10:08:36,aixbt,0.5964162712640251,594933294.7791406,147909409.55820763
1735726117356,2025-01-01 10:08:37,luna-by-virtuals,0.15268251630458723,152619755.9012291,29434520.269422367
1735729279172,2025-01-01 11:01:19,luna-by-virtuals,0.1529763971114503,153120624.478883,29427039.99487687
1735729493014,2025-01-01 11:04:53,vaderai-by-virtuals,0.12877452882160811,128354661.1699168,5084373.090817484
1735729647772,2025-01-01 11:07:27,aixbt,0.6058572696652761,604894244.2949637,146703163.91086954
1735732877263,2025-01-01 12:01:17,aixbt,0.5987234038202002,603940055.6098984,146096937.26456898
1735733021560,2025-01-01 12:03:41,luna-by-virtuals,0.15152245368682773,151803007.5117574,29457103.52630764
1735733021822,2025-01-01 12:03:41,vaderai-by-virtuals,0.12673571905003406,126337479.7974902,4991339.601541627
1735736623449,2025-01-01 13:03:43,vaderai-by-virtuals,0.12409886259767379,123656893.85468815,4473844.749480147
1735736626908,2025-01-01 13:03:46,luna-by-virtuals,0.15184942976814714,152871598.7142503,29648749.685831513
1735736638075,2025-01-01 13:03:58,aixbt,0.6010615233805839,602563803.5437809,145680254.32136384
1735740366836,2025-01-01 14:06:06,vaderai-by-virtuals,0.12428157224806936,123578757.2782472,4093136.767801775
1735740394070,2025-01-01 14:06:34,luna-by-virtuals,0.14757616371460744,147343080.4315948,29363930.85064171
1735740516415,2025-01-01 14:08:36,aixbt,0.561365600689951,563190188.0518132,145955857.2468341
1735743792667,2025-01-01 15:03:12,vaderai-by-virtuals,0.1256782877764832,124870080.21370773,2036343.646783571
1735743813081,2025-01-01 15:03:33,aixbt,0.562314134328158,559444526.0530037,143630364.42395797
1735743839175,2025-01-01 15:03:59,luna-by-virtuals,0.14563932368020355,145854496.0341761,28952480.82548236
1735747437008,2025-01-01 16:03:57,aixbt,0.5496949786815041,549717716.8535239,143414147.54373586
1735747441765,2025-01-01 16:04:01,luna-by-virtuals,0.14969488783546403,149722935.5347319,28368432.661962796
1735747446061,2025-01-01 16:04:06,vaderai-by-virtuals,0.12629795414241382,125860570.553637,4411282.838403999
1735750911089,2025-01-01 17:01:51,vaderai-by-virtuals,0.12244342027178912,121934440.43564892,4297495.713385704
1735751022965,2025-01-01 17:03:42,aixbt,0.5240120336350894,526324641.1782767,132911313.63999678
1735751029058,2025-01-01 17:03:49,luna-by-virtuals,0.14701708482838188,147174746.7850625,26700370.629988648
1735754631343,2025-01-01 18:03:51,aixbt,0.538062487219238,540003193.2277881,135634456.6139246
1735754635629,2025-01-01 18:03:55,luna-by-virtuals,0.14619898996509248,146159216.0294735,25756636.96142371
1735754642038,2025-01-01 18:04:02,vaderai-by-virtuals,0.11803263033865434,117652761.8203013,4348804.42733757
1735758224471,2025-01-01 19:03:44,aixbt,0.5297184698013202,529986470.2214891,135377862.4722237
1735758224891,2025-01-01 19:03:44,vaderai-by-virtuals,0.11976415298605998,119287182.6910994,4233779.013787401
1735758226721,2025-01-01 19:03:46,luna-by-virtuals,0.14659838501671577,146924278.0169442,25072538.8519566
1735761749824,2025-01-01 20:02:29,vaderai-by-virtuals,0.12374473310435724,122325512.62846713,4167722.8380031474
1735761828180,2025-01-01 20:03:48,aixbt,0.5565612983432201,553307722.8586032,129062644.13296396
1735761842602,2025-01-01 20:04:02,luna-by-virtuals,0.15105002480662025,150756507.4148837,25332048.516936045
1735765390519,2025-01-01 21:03:10,aixbt,0.5938675370493182,592147172.3849515,133740024.4716583
1735765434666,2025-01-01 21:03:54,luna-by-virtuals,0.15872679733233885,160199446.9693652,25863920.974463932
1735765442777,2025-01-01 21:04:02,vaderai-by-virtuals,0.12731742876089377,127434863.69052547,4570801.392856385
1735768886536,2025-01-01 22:01:26,aixbt,0.5853204345796214,585647868.333784,138680822.36255103
1735769029960,2025-01-01 22:03:49,luna-by-virtuals,0.1575363932060207,157342705.4078048,25786071.882713668
1735769033299,2025-01-01 22:03:53,vaderai-by-virtuals,0.12580611512783815,125397593.94606607,4350322.803228698
1735772515662,2025-01-01 23:01:55,luna-by-virtuals,0.16109715093754962,161431524.4519281,25645997.075910043
1735772641051,2025-01-01 23:04:01,vaderai-by-virtuals,0.13357910241452134,133181136.62214267,1956758.381938659
1735772860301,2025-01-01 23:07:40,aixbt,0.5907173682823164,590827976.29972,139945256.50877586
1735776061875,2025-01-02 00:01:01,luna-by-virtuals,0.166669714173425,166306810.970042,26162704.30406729
1735776247772,2025-01-02 00:04:07,vaderai-by-virtuals,0.14622140882341075,141724207.6561514,1961249.7091089203
1735776250879,2025-01-02 00:04:10,aixbt,0.5733688719946001,570943180.6886054,141894039.3255796
1735779837979,2025-01-02 01:03:57,luna-by-virtuals,0.17420079535707403,174165807.5746281,26458107.678712815
1735779838145,2025-01-02 01:03:58,aixbt,0.5726760238714345,574424539.2007776,143700714.2636747
1735779842954,2025-01-02 01:04:02,vaderai-by-virtuals,0.15452231157750523,154214526.09431475,5538442.294910734
1735783282031,2025-01-02 02:01:22,aixbt,0.604557402888362,602802138.1510267,146601986.78978407
1735783430010,2025-01-02 02:03:50,luna-by-virtuals,0.1680134568709883,167975333.5864595,27415462.252867643
1735783432694,2025-01-02 02:03:52,vaderai-by-virtuals,0.14819915100672043,147750220.46590608,5811580.799052998
1735787048973,2025-01-02 03:04:08,luna-by-virtuals,0.1633390883388532,163347737.3933949,27375019.265252154
1735787051163,2025-01-02 03:04:11,vaderai-by-virtuals,0.1376954879647179,136065087.70294186,5860826.222299726
1735787056463,2025-01-02 03:04:16,aixbt,0.5982435840155483,596532330.7911813,147584237.2412591
1735790595754,2025-01-02 04:03:15,vaderai-by-virtuals,0.13981464966249646,139344408.0480746,5305181.413546831
1735790645450,2025-01-02 04:04:05,aixbt,0.6011964207034308,600721840.8046854,147192131.8158999
1735790652735,2025-01-02 04:04:12,luna-by-virtuals,0.16703177316231485,166619074.9012254,27075602.449002985
1735794210525,2025-01-02 05:03:30,aixbt,0.6139933875497763,612944990.2427236,150686384.71647382
1735794246938,2025-01-02 05:04:06,luna-by-virtuals,0.16813718862081156,168349774.1295125,27292552.292753406
1735794247687,2025-01-02 05:04:07,vaderai-by-virtuals,0.14001533549784237,139615819.62035963,5590477.1582059525
1735797827943,2025-01-02 06:03:47,vaderai-by-virtuals,0.14501442445195686,143691483.25260085,5620949.310224855
1735797850548,2025-01-02 06:04:10,aixbt,0.6336359211166364,635519253.6370349,152810296.22680318
1735797850888,2025-01-02 06:04:10,luna-by-virtuals,0.17453070301366752,173181361.4848808,27355708.41243799
1735801208907,2025-01-02 07:00:08,luna-by-virtuals,0.1740614201604292,173909520.3547554,27085554.060444884
1735801302844,2025-01-02 07:01:42,aixbt,0.644038566530765,644025197.012832,156731091.41190258
1735801421005,2025-01-02 07:03:41,vaderai-by-virtuals,0.14628173592769672,145804760.55897957,5806476.716812601
1735804943261,2025-01-02 08:02:23,aixbt,0.6410107734383909,642109633.2410299,157862470.21760848
1735805024601,2025-01-02 08:03:44,luna-by-virtuals,0.17837820846468358,173799861.1932423,28024109.010176077
1735805024887,2025-01-02 08:03:44,vaderai-by-virtuals,0.15108606211211778,150605992.1973786,2303758.5057151923
1735808551533,2025-01-02 09:02:31,luna-by-virtuals,0.1779693624497913,177258045.4475751,28262865.019657288
1735808627737,2025-01-02 09:03:47,vaderai-by-virtuals,0.15540427165520956,154857328.0638652,5906411.038082663
1735808628116,2025-01-02 09:03:48,aixbt,0.6184226541466331,615201237.1882693,153600639.99538124
1735812226739,2025-01-02 10:03:46,vaderai-by-virtuals,0.1540637812201223,153551065.46826556,5932724.747056668
1735812231439,2025-01-02 10:03:51,luna-by-virtuals,0.17026309393406908,171458253.6570462,28258807.872313518
1735812233986,2025-01-02 10:03:53,aixbt,0.6008088016171858,600750790.6293714,159033038.37792674
1735815832468,2025-01-02 11:03:52,aixbt,0.5818659680509618,583886532.9265898,156890999.21107468
1735815838402,2025-01-02 11:03:58,vaderai-by-virtuals,0.137641297256133,136395034.65685487,6385780.115291017
1735815844591,2025-01-02 11:04:04,luna-by-virtuals,0.15496161177514475,155600495.0765687,29221377.791623555
1735819285777,2025-01-02 12:01:25,aixbt,0.568554045605722,568076130.307756,156478355.27000615
1735819427662,2025-01-02 12:03:47,vaderai-by-virtuals,0.12653530197191717,129027998.31126285,2981121.495224951
1735819433606,2025-01-02 12:03:53,luna-by-virtuals,0.15056944495393365,150637108.1475214,30555986.548609376
1735823037953,2025-01-02 13:03:57,luna-by-virtuals,0.15042032773496042,150349674.7521651,31827981.73262961
1735823039157,2025-01-02 13:03:59,vaderai-by-virtuals,0.126736242380405,126323883.52530642,6976391.6340323035
1735823042227,2025-01-02 13:04:02,aixbt,0.5471159733555737,547869463.6782387,165150396.8825683
1735826458501,2025-01-02 14:00:58,luna-by-virtuals,0.14893296837446696,148598361.6169087,32226623.346986704
1735826617213,2025-01-02 14:03:37,aixbt,0.5396104126705411,539052039.5874507,162187313.42250916
1735826640267,2025-01-02 14:04:00,vaderai-by-virtuals,0.12709242422445252,128179087.00394057,7332490.840160422
1735830166934,2025-01-02 15:02:46,luna-by-virtuals,0.15255835764244638,152515431.8240408,32599532.19648109
1735830227826,2025-01-02 15:03:47,aixbt,0.5527118138955044,552440717.8216019,162183050.22415566
1735830234170,2025-01-02 15:03:54,vaderai-by-virtuals,0.11086917255546519,121196894.18480848,3401029.5906315967
1735833829127,2025-01-02 16:03:49,luna-by-virtuals,0.14631010370192915,146038487.758541,32837745.651691236
1735833832474,2025-01-02 16:03:52,aixbt,0.5209858061750559,520060645.7226024,154971242.14031196
1735833836742,2025-01-02 16:03:56,vaderai-by-virtuals,0.10791993985022998,107500873.8955678,3525970.5662900098
1735837204972,2025-01-02 17:00:04,vaderai-by-virtuals,0.10875608490786576,108636483.93062343,8737656.034899928
1735837441703,2025-01-02 17:04:01,luna-by-virtuals,0.1404343396411048,141411017.9367127,33768212.90775004
1735837446635,2025-01-02 17:04:06,aixbt,0.5323477059040462,532977317.4464596,161881772.0524601
1735840949975,2025-01-02 18:02:29,vaderai-by-virtuals,0.11182235059501222,107498287.93456472,8832275.516079426
1735841046819,2025-01-02 18:04:06,aixbt,0.527208448605047,526735930.3058415,162370746.6063812
1735841047195,2025-01-02 18:04:07,luna-by-virtuals,0.13500380224307967,135769676.2781979,34392795.97759815
1735844509381,2025-01-02 19:01:49,vaderai-by-virtuals,0.11113465956057181,110780448.34492251,8630468.787650123
1735844630605,2025-01-02 19:03:50,luna-by-virtuals,0.13411365941064568,134620145.3632186,34342681.552308545
1735844635213,2025-01-02 19:03:55,aixbt,0.5134828447013903,515981775.4107079,162192076.0903784
1735848069512,2025-01-02 20:01:09,aixbt,0.5214887360948095,520894563.0785625,164487929.18823782
1735848229970,2025-01-02 20:03:49,vaderai-by-virtuals,0.11574544388941989,112327697.72898105,5256354.594702835
1735848516590,2025-01-02 20:08:36,luna-by-virtuals,0.13164317688069557,132162912.4191322,34180216.423089124
1735851616800,2025-01-02 21:00:16,luna-by-virtuals,0.13349467516437363,133300497.3381825,34450336.32881622
1735851725631,2025-01-02 21:02:05,aixbt,0.523181670758332,525132265.3967275,163017265.86532286
1735851845362,2025-01-02 21:04:05,vaderai-by-virtuals,0.11920838660373512,124884360.76990107,8613614.717228118
1735855435031,2025-01-02 22:03:55,vaderai-by-virtuals,0.12101108184231898,120633819.1508161,5437225.474283621
1735855435922,2025-01-02 22:03:55,aixbt,0.5237881872308862,524401903.5651057,159414490.98440635
1735855438977,2025-01-02 22:03:58,luna-by-virtuals,0.13775673530336563,136695775.4796518,34401779.14370856
1735858811530,2025-01-02 23:00:11,vaderai-by-virtuals,0.11708627208060733,116711180.84578057,8536916.663611734
1735858813050,2025-01-02 23:00:13,aixbt,0.4959181857715634,498679662.9307289,159367604.14626056
1735859040237,2025-01-02 23:04:00,luna-by-virtuals,0.13557781294722082,135570792.599016,34527753.120535344
1735862645039,2025-01-03 00:04:05,vaderai-by-virtuals,0.12104825877408561,120650350.82960646,8657704.488207735
1735862649048,2025-01-03 00:04:09,luna-by-virtuals,0.13536685949674523,135245580.2703053,34248737.30592638
1735862649212,2025-01-03 00:04:09,aixbt,0.5090040912972211,508075485.4830345,154436596.6443932
1735866228805,2025-01-03 01:03:48,vaderai-by-virtuals,0.12266479687663726,123195097.8749234,8351841.530654722
1735866229047,2025-01-03 01:03:49,luna-by-virtuals,0.14023372869160605,139411020.9342477,33893893.912131704
1735866231577,2025-01-03 01:03:51,aixbt,0.5157031127564374,516449277.5080501,155774080.49503887
1735869915056,2025-01-03 02:05:15,vaderai-by-virtuals,0.11824110092880967,117858888.91390048,7957579.670932882
1735870039323,2025-01-03 02:07:19,luna-by-virtuals,0.14053413405311307,136607163.8398644,33200782.843570467
1735870048428,2025-01-03 02:07:28,aixbt,0.4946732569262934,497139553.2975209,154881690.3467759
1735873474623,2025-01-03 03:04:34,vaderai-by-virtuals,0.11803482332042338,117721046.28488222,7879278.178648491
1735873478951,2025-01-03 03:04:38,luna-by-virtuals,0.13971539889409382,142144634.2788437,33316925.43076769
1735873486181,2025-01-03 03:04:46,aixbt,0.48721305331585213,491364823.1112197,155259774.7477162
1735876965465,2025-01-03 04:02:45,luna-by-virtuals,0.1394525559435591,139452555.9435591,33148499.013988037
1735877026285,2025-01-03 04:03:46,vaderai-by-virtuals,0.1149969138158264,114639444.03354876,7697902.908011672
1735877036036,2025-01-03 04:03:56,aixbt,0.4860860848510414,488339342.2257829,153467550.05359286
1735880445663,2025-01-03 05:00:45,luna-by-virtuals,0.1345321033694467,135230137.3018397,32314895.82733993
1735880493225,2025-01-03 05:01:33,aixbt,0.4916439213670275,491897715.5183269,150979783.57878283
1735880632380,2025-01-03 05:03:52,vaderai-by-virtuals,0.11064857366127596,110037639.07774633,7700988.973619747
1735884081569,2025-01-03 06:01:21,aixbt,0.4904996061930321,491099738.5402288,146131125.85780263
1735884228815,2025-01-03 06:03:48,luna-by-virtuals,0.13521310614860305,135226497.9471976,31712815.03194617
1735884234944,2025-01-03 06:03:54,vaderai-by-virtuals,0.1078908028976305,107763980.98373151,7440943.621129381
1735887749633,2025-01-03 07:02:29,luna-by-virtuals,0.13153584866355617,131542689.865574,31721198.13650896
1735887757125,2025-01-03 07:02:37,aixbt,0.4802560567300919,482158806.7050615,140230229.56108394
1735887820035,2025-01-03 07:03:40,vaderai-by-virtuals,0.10633681875395862,106020087.97311129,7390078.147980456
1735891424549,2025-01-03 08:03:44,vaderai-by-virtuals,0.0977434627235118,100319230.77447484,3328969.7504628105
1735891430099,2025-01-03 08:03:50,luna-by-virtuals,0.12911334955071965,129603792.9575287,30167629.839311376
1735891435706,2025-01-03 08:03:55,aixbt,0.4897149751583508,491432406.5281238,138756832.65676764
1735895026631,2025-01-03 09:03:46,luna-by-virtuals,0.12780812310326226,127451043.5718855,29475612.23046364
1735895027842,2025-01-03 09:03:47,vaderai-by-virtuals,0.09765680429788336,96545437.70822132,7226026.459809894
1735895030786,2025-01-03 09:03:50,aixbt,0.4950222703666447,495444579.2255451,137378832.86622387
1735898625651,2025-01-03 10:03:45,vaderai-by-virtuals,0.10249436753454959,102180519.24445117,6941066.065888834
1735898631526,2025-01-03 10:03:51,aixbt,0.4977022242638496,497516999.1990052,135628805.26248902
1735898635840,2025-01-03 10:03:55,luna-by-virtuals,0.1300041542060707,130012898.3466981,29555673.14188695
1735902231822,2025-01-03 11:03:51,vaderai-by-virtuals,0.10830937693288104,107961959.07983243,3117525.524494805
1735902233429,2025-01-03 11:03:53,luna-by-virtuals,0.1294659560474762,129577475.8035365,28462228.005535956
1735902238682,2025-01-03 11:03:58,aixbt,0.5150752077620391,514457010.3120594,128576426.93930137
1735905741579,2025-01-03 12:02:21,aixbt,0.510620917554376,510749066.1612201,135981264.55858564
1735905763089,2025-01-03 12:02:43,vaderai-by-virtuals,0.10973618695990775,109394843.2516482,6272441.335610878
1735905837396,2025-01-03 12:03:57,luna-by-virtuals,0.13335224092502304,133415362.6838172,26667969.320388194
1735909427904,2025-01-03 13:03:47,luna-by-virtuals,0.13085459583044093,130980247.6308987,25492198.974645652
1735909435941,2025-01-03 13:03:55,vaderai-by-virtuals,0.10843777381571715,108084140.50181732,6028105.395124113
1735909437758,2025-01-03 13:03:57,aixbt,0.48469813930479777,487146102.184239,135349923.094468
1735912839583,2025-01-03 14:00:39,aixbt,0.49039131589206336,490909479.9561512,133584834.2572566
1735913030221,2025-01-03 14:03:50,vaderai-by-virtuals,0.1048704745019774,104534481.8629786,5765022.823811297
1735913036836,2025-01-03 14:03:56,luna-by-virtuals,0.12965997030136392,129694735.4981016,25396195.250499174
1735916862185,2025-01-03 15:07:42,luna-by-virtuals,0.13037578957564774,130161283.4620847,24895390.129551373
1735916879948,2025-01-03 15:07:59,vaderai-by-virtuals,0.1035442368446225,103301115.10376377,5252237.12647061
1735916919805,2025-01-03 15:08:39,aixbt,0.5157644223162413,514896861.1598658,130275946.00475529
1735920237453,2025-01-03 16:03:57,vaderai-by-virtuals,0.10323609764587771,102908669.10025781,4766110.061412394
1735920247742,2025-01-03 16:04:07,aixbt,0.5329632952512295,532179585.0883548,120451190.68267429
1735920469404,2025-01-03 16:07:49,luna-by-virtuals,0.13470579067592434,136502452.6142045,24099015.31654985
1735923726300,2025-01-03 17:02:06,aixbt,0.5181504669550012,516785061.9555443,129645457.26886648
1735923734880,2025-01-03 17:02:14,luna-by-virtuals,0.13232915430605485,132895269.1660204,23630013.320377916
1735923754649,2025-01-03 17:02:34,vaderai-by-virtuals,0.10230357167469559,101426565.70633836,4275879.391587517
1735927424652,2025-01-03 18:03:44,aixbt,0.511256628012128,510082441.4522591,125129401.62012193
1735927436329,2025-01-03 18:03:56,luna-by-virtuals,0.13233792540311762,132776425.2503427,22663359.656690042
1735927436596,2025-01-03 18:03:56,vaderai-by-virtuals,0.10147288685590078,101142035.84751888,3980035.434423228
1735930894276,2025-01-03 19:01:34,aixbt,0.5114007640536286,510964064.4801123,122903831.2521421
1735931037138,2025-01-03 19:03:57,vaderai-by-virtuals,0.10182775750827351,101499582.84512554,1612245.4870209836
1735931039140,2025-01-03 19:03:59,luna-by-virtuals,0.13213337525878743,132516999.5599827,22749044.86714411
1735934447961,2025-01-03 20:00:47,luna-by-virtuals,0.13120528015468869,131354722.4966077,22453694.65823918
1735934636909,2025-01-03 20:03:56,aixbt,0.5205567585548683,519875148.429517,119960555.86097735
1735934646514,2025-01-03 20:04:06,vaderai-by-virtuals,0.10023368961745852,99906878.99531803,1771633.6057590316
1735938046566,2025-01-03 21:00:46,luna-by-virtuals,0.1304808423743538,129936519.5465178,21572708.726769637
1735938234731,2025-01-03 21:03:54,vaderai-by-virtuals,0.09680384654756909,96488218.88349184,3498166.3213118976
1735938241417,2025-01-03 21:04:01,aixbt,0.5318896818022616,533060839.2654432,117368005.67668529
1735941728608,2025-01-03 22:02:08,luna-by-virtuals,0.12853739284410073,129004112.93464,21349586.70159862
1735941837707,2025-01-03 22:03:57,aixbt,0.5368301379346916,535454300.1077594,116568926.82898566
1735942104704,2025-01-03 22:08:24,vaderai-by-virtuals,0.09784535371348904,97526153.07583573,3624282.3517486085
1735945381986,2025-01-03 23:03:01,luna-by-virtuals,0.12963805910997184,129770030.2487574,20965608.650281988
1735945433503,2025-01-03 23:03:53,vaderai-by-virtuals,0.09937533132026906,99050021.26151757,3413176.917806368
1735945447477,2025-01-03 23:04:07,aixbt,0.5353398293114632,534593816.7043527,114064215.14603457
1735948810277,2025-01-04 00:00:10,aixbt,0.5216539661909585,522172401.5783802,109610154.23982562
1735949319194,2025-01-04 00:08:39,luna-by-virtuals,0.1288502796118297,128473312.2123962,20833538.448724505
1735949322309,2025-01-04 00:08:42,vaderai-by-virtuals,0.10132231495326806,101599915.41251491,3265851.1621132665
1735952627398,2025-01-04 01:03:47,aixbt,0.5152440890563273,516002831.7970898,108206331.23763348
1735952630072,2025-01-04 01:03:50,luna-by-virtuals,0.12887053945577007,128855824.0815913,20523773.363807455
1735952645473,2025-01-04 01:04:05,vaderai-by-virtuals,0.10186862124189668,101545795.56447297,3245332.805403807
1735956145034,2025-01-04 02:02:25,luna-by-virtuals,0.12788359413942202,127902682.491445,20245705.464225754
